Series,Mazur.lnk,Mazur.RMSE,Mazur.BIC,Mazur.AIC,Mazur.BF,Mazur.prob,Mazur.notes,exp.lnk,exp.RMSE,exp.BIC,exp.AIC,exp.BF,exp.prob,exp.notes,BD.beta,BD.delta,BD.RMSE,BD.BIC,BD.AIC,BD.BF,BD.prob,BD.notes,MG.lnk,MG.s,MG.RMSE,MG.BIC,MG.AIC,MG.BF,MG.prob,MG.notes,Rachlin.lnk,Rachlin.s,Rachlin.RMSE,Rachlin.BIC,Rachlin.AIC,Rachlin.BF,Rachlin.prob,Rachlin.notes,Loewenstein-Prelec.lnk,Loewenstein-Prelec.beta,Loewenstein-Prelec.RMSE,Loewenstein-Prelec.BIC,Loewenstein-Prelec.AIC,Loewenstein-Prelec.BF,Loewenstein-Prelec.prob,Loewenstein-Prelec.notes,EbertPrelec.lnk,EbertPrelec.s,EbertPrelec.RMSE,EbertPrelec.BIC,EbertPrelec.AIC,EbertPrelec.BF,EbertPrelec.prob,EbertPrelec.notes,Bleichrodt.lnk,Bleichrodt.s,Bleichrodt.beta,Bleichrodt.RMSE,Bleichrodt.BIC,Bleichrodt.AIC,Bleichrodt.BF,Bleichrodt.prob,Bleichrodt.notes,Parabolic.lnk,Parabolic.RMSE,Parabolic.BIC,Parabolic.AIC,Parabolic.BF,Parabolic.prob,Parabolic.notes,Power.lnk,Power.lns,Power.RMSE,Power.BIC,Power.AIC,Power.BF,Power.prob,Power.notes,noise.mean,noise.RMSE,noise.BIC,noise.AIC,noise.BF,noise.prob,probmodel,probmodel.ED50,probmodel.AUC,probmodel.Log10AUC,delays,values,ResponseId
1,-3.16998,0.304312,7.10116,7.20933,0.000581372,0.000299874,Success: relative step is no more than EpsX,-1.1228,0.350108,9.06378,9.17196,0.000217909,0.000112398,Success: relative step is no more than EpsX,0.44922,0.998977,0.0831164,-9.12232,-8.96005,1.93792,0.999588,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392857,0.104978,-7.79909,-7.69091,1,0.515804,Beta-Delta (f),nan,0.348179,0.415616,"1,4,26,52,156,260,520","0.45,0.45,0.55,0.25,0.45,0.35,0.25",R_2ttnmu9EVmwNBNY
2,3.43402,0.0218516,-29.7718,-29.6636,2.54E-111,2.41E-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70E-111,1.61E-33,Success: relative step is no more than EpsX,0.0250001,1,4.16E-07,-179.984,-179.821,1.06E-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.47E-18,-539.079,-538.97,1,9.47E+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_2TRgMBoi1uYDAmp
3,-2.38438,0.125831,-5.26247,-5.15429,4791.65,0.0266945,Success: relative step is no more than EpsX,-2.88833,0.0788061,-11.8137,-11.7056,126787,0.706336,Success: relative step is no more than EpsX,1,0.945853,0.0788061,-9.86783,-9.70556,47921,0.26697,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315714,0.422251,11.6868,11.795,1,5.57E-06,Exponential (f),2.88833,0.0327371,0.378331,"1,4,26,52,156,260,520","0.98,0.98,0.15,0.025,0.025,0.025,0.025",R_xfke4LrHBYD03DP
4,-2.39641,0.0890618,-10.101,-9.99281,14836.2,0.545878,Success: relative step is no more than EpsX,-2.85712,0.0957195,-9.09171,-8.98353,8956.97,0.32956,Success: relative step is no more than EpsX,1,0.944185,0.0957195,-7.1458,-6.98353,3385.42,0.124562,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345,0.351233,9.10866,9.21684,1,3.68E-05,Hyperbolic (f),2.39641,0.0802337,0.393782,"1,4,26,52,156,260,520","0.94,0.85,0.15,0.15,0.15,0.15,0.025",R_25sSPqVTYqpdyz2
5,-2.14499,0.063137,-14.9173,-14.8091,78436.3,0.831606,Success: relative step is no more than EpsX,-2.67454,0.0853553,-10.6961,-10.5879,9503.7,0.100761,Success: relative step is no more than EpsX,0.911826,0.94477,0.0786321,-9.89879,-9.73652,6379.1,0.0676332,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307143,0.315865,7.62277,7.73095,1,1.06E-05,Hyperbolic (f),2.14499,0.0660713,0.358085,"1,4,26,52,156,260,520","0.85,0.75,0.15,0.15,0.15,0.075,0.025",R_UL9ohpH3oz24s7v
6,-0.623099,0.173391,-0.773912,-0.665732,35.3917,0.412492,Success: relative step is no more than EpsX,-0.879181,0.166144,-1.37163,-1.26345,47.7193,0.556171,Success: relative step is no more than EpsX,0.535921,0.96208,0.218057,4.38091,4.54318,2.68872,0.0313372,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196429,0.288601,6.35904,6.46722,1,0.0116551,Exponential (f),0.879181,0.00306458,0.108364,"1,4,26,52,156,260,520","0.85,0.025,0.35,0.025,0.075,0.025,0.025",R_3oSYdU4bnQVl5kP
7,-2.89096,0.0742565,-12.6463,-12.5381,129881,0.101125,Success: relative step is no more than EpsX,-3.44443,0.0568954,-16.3746,-16.2664,837821,0.652321,Success: relative step is no more than EpsX,1,0.968581,0.0568954,-14.4287,-14.2664,316667,0.246554,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.376429,0.399247,10.9025,11.0107,1,7.79E-07,Exponential (f),3.44443,0.0584607,0.463537,"1,4,26,52,156,260,520","0.98,0.98,0.35,0.25,0.025,0.025,0.025",R_Okvka4pJjBRxtgB
8,2.18639,0.241164,3.84504,3.95322,0.0867884,0.159228,Success: relative step is no more than EpsX,1.30515,0.243853,4.0003,4.10848,0.0803061,0.147335,Success: relative step is no more than EpsX,0.175,1,0.170084,0.902391,1.06466,0.377964,0.693438,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.170084,-1.04352,-0.935339,1,1.83466,Noise,NA,0.175,0.175,"1,4,26,52,156,260,520","0.025,0.25,0.15,0.075,0.025,0.15,0.55",R_2foAE8VsIYVtiKz
9,-4.00809,0.0996826,-8.52374,-8.41556,4146.16,0.894531,Success: relative step is no more than EpsX,-4.77146,0.148662,-2.92814,-2.81996,252.683,0.0545162,Success: relative step is no more than EpsX,0.871968,0.993868,0.130626,-2.79293,-2.63066,236.166,0.0509526,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.526429,0.327662,8.13613,8.24431,1,0.00021575,Hyperbolic (f),4.00809,0.246929,0.627693,"1,4,26,52,156,260,520","0.98,0.98,0.55,0.45,0.45,0.25,0.025",R_2e9XvFvN5SiXgDs
10,1.6441,0.0436574,-20.0824,-19.9742,0.756948,0.584353,Success: relative step is no more than EpsX,0.636736,0.0516489,-17.729,-17.6209,0.233368,0.180157,Success: relative step is no more than EpsX,0.18658,0.80026,0.0432593,-18.2647,-18.1025,0.305044,0.23549,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0642857,0.0419548,-20.6393,-20.5311,1,0.771987,Noise,NA,0.0642857,0.0642857,"1,4,26,52,156,260,520","0.15,0.075,0.025,0.025,0.075,0.025,0.075",R_2TADrj9qutKMyMK
11,-7.42717,0.111193,-6.99381,-6.88563,0.0226914,0.0456193,Success: relative step is no more than EpsX,-7.5935,0.113315,-6.72924,-6.62106,0.0198797,0.0399667,Success: relative step is no more than EpsX,0.875214,0.999901,0.0630545,-12.9897,-12.8274,0.454835,0.914414,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862857,0.0647444,-14.5654,-14.4572,1,2.01043,Noise,NA,0.862857,0.862857,"1,4,26,52,156,260,520","0.98,0.91,0.85,0.75,0.85,0.85,0.85",R_3r2rQk7aZL5ocNE
12,-2.48073,0.0820406,-11.2506,-11.1424,30213.7,0.13765,Success: relative step is no more than EpsX,-3.19268,0.0696332,-13.5462,-13.4381,95212.5,0.433777,Success: relative step is no more than EpsX,0.923744,0.963669,0.0607017,-13.5221,-13.3598,94070.3,0.428573,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315714,0.358144,9.38149,9.48967,1,4.56E-06,Exponential (f),3.19268,0.0450364,0.424717,"1,4,26,52,156,260,520","0.91,0.75,0.45,0.025,0.025,0.025,0.025",R_2ql90mnN4MLuwTi
13,-3.76761,0.152559,-2.56593,-2.45775,172.827,0.108865,Success: relative step is no more than EpsX,-4.39785,0.152906,-2.53408,-2.4259,170.096,0.107146,Success: relative step is no more than EpsX,0.793281,0.991687,0.100135,-6.5145,-6.35223,1244.6,0.783989,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.31849,7.73865,7.84683,1,0.00062991,Beta-Delta (f),4.01262,0.17919,0.534579,"1,4,26,52,156,260,520","0.65,0.91,0.55,0.65,0.15,0.075,0.025",R_2381PLzySZneAbN
14,-3.73334,0.136922,-4.07989,-3.97171,303.162,0.872681,Success: relative step is no more than EpsX,-4.21837,0.191052,0.58399,0.69217,29.4392,0.0847437,Success: relative step is no more than EpsX,0.867934,0.991485,0.18344,1.96072,2.12299,14.7902,0.042575,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515714,0.30974,7.34864,7.45682,1,0.0028786,Hyperbolic (f),3.73334,0.207417,0.588379,"1,4,26,52,156,260,520","0.98,0.98,0.35,0.55,0.25,0.25,0.25",R_8A0fJHKeAiCbB4d
15,-4.2586,0.0929663,-9.5003,-9.39212,12738.4,0.308028,Success: relative step is no more than EpsX,-4.88507,0.088544,-10.1826,-10.0744,17917.6,0.433267,Success: relative step is no more than EpsX,0.947095,0.993116,0.0829446,-9.15129,-8.98902,10698.6,0.258705,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.544286,0.358732,9.40445,9.51263,1,2.42E-05,Exponential (f),4.88507,0.247987,0.689383,"1,4,26,52,156,260,520","0.98,0.98,0.65,0.65,0.45,0.075,0.025",R_yxMBC9DcYg0C0U1
16,-2.06864,0.118647,-6.08549,-5.97731,5266.93,0.0114392,Success: relative step is no more than EpsX,-2.56742,0.0656884,-14.3627,-14.2545,330316,0.717407,Success: relative step is no more than EpsX,1,0.926137,0.0656884,-12.4168,-12.2545,124848,0.271154,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279286,0.403559,11.0529,11.1611,1,2.17E-06,Exponential (f),2.56742,0.0232554,0.330276,"1,4,26,52,156,260,520","0.98,0.85,0.025,0.025,0.025,0.025,0.025",R_3MgScHD2qIOdv8U
17,-0.75358,0.15472,-2.36901,-2.26083,208.22,0.135149,Success: relative step is no more than EpsX,-1.08505,0.124244,-5.44015,-5.33197,966.967,0.627629,Success: relative step is no more than EpsX,1,0.713278,0.124244,-3.49424,-3.33197,365.479,0.237222,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168571,0.331713,8.30818,8.41636,1,0.00064907,Exponential (f),1.08505,0.00406747,0.130991,"1,4,26,52,156,260,520","0.98,0.075,0.025,0.025,0.025,0.025,0.025",R_1P5mET7pOC9J1WK
18,-0.75358,0.15472,-2.36901,-2.26083,208.22,0.135149,Success: relative step is no more than EpsX,-1.08505,0.124244,-5.44015,-5.33197,966.967,0.627629,Success: relative step is no more than EpsX,1,0.713278,0.124244,-3.49424,-3.33197,365.479,0.237222,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168571,0.331713,8.30818,8.41636,1,0.00064907,Exponential (f),1.08505,0.00406747,0.130991,"1,4,26,52,156,260,520","0.98,0.075,0.025,0.025,0.025,0.025,0.025",R_1IWxkIZ5qXOBcJK
19,3.43402,0.0218516,-29.7718,-29.6636,2.54E-111,2.41E-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70E-111,1.61E-33,Success: relative step is no more than EpsX,0.0250001,1,4.16E-07,-179.984,-179.821,1.06E-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.47E-18,-539.079,-538.97,1,9.47E+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_32PUMOQy7ueHlpU
20,-5.89738,0.206254,1.65593,1.76411,0.0198277,0.0358464,Success: relative step is no more than EpsX,-6.44048,0.226116,2.94305,3.05122,0.0104179,0.0188344,Success: relative step is no more than EpsX,0.724433,0.999682,0.112466,-4.88863,-4.72636,0.522885,0.945319,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692857,0.117803,-6.18542,-6.07724,1,1.80789,Noise,NA,0.692857,0.692857,"1,4,26,52,156,260,520","0.85,0.75,0.75,0.65,0.65,0.45,0.75",R_2EyhVApZRwTompL
21,-5.27761,0.251991,4.45988,4.56806,0.0270664,0.0427856,Success: relative step is no more than EpsX,-6.03129,0.279024,5.88656,5.99474,0.0132627,0.0209651,Success: relative step is no more than EpsX,0.657727,0.999468,0.141117,-1.71149,-1.54922,0.592277,0.936249,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611429,0.150469,-2.75905,-2.65087,1,1.58076,Noise,NA,0.611429,0.611429,"1,4,26,52,156,260,520","0.98,0.55,0.55,0.55,0.55,0.55,0.55",R_pSCUlI2uFA41e0N
22,-1.56625,0.163669,-1.58178,-1.4736,2.72959,0.107646,Success: relative step is no more than EpsX,-1.63452,0.21013,1.91657,2.02475,0.474723,0.0187214,Success: relative step is no more than EpsX,0.496687,0.991647,0.105608,-5.76941,-5.60714,22.1529,0.873633,MaxIts steps was taken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289286,0.188915,0.426526,0.534706,1,0.0394366,Beta-Delta (f),nan,0.111684,0.334337,"1,4,26,52,156,260,520","0.55,0.55,0.35,0.15,0.15,0.25,0.025",R_Qg2lKJpkNyUrRol
23,-2.40154,0.178365,-0.377997,-0.269817,11.7728,0.765073,Success: relative step is no more than EpsX,-2.80053,0.223237,2.76369,2.87186,2.44721,0.159036,Success: relative step is no more than EpsX,0.846238,0.96302,0.215925,4.24335,4.40562,1.1678,0.075891,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.411429,0.253683,4.55359,4.66177,1,0.0649865,Hyperbolic (f),2.40154,0.0805483,0.394517,"1,4,26,52,156,260,520","0.98,0.55,0.25,0.25,0.35,0.25,0.25",R_3oSHFmPcaxwWapP
24,-3.05461,0.0832115,-11.0522,-10.944,35191.5,0.844372,Success: relative step is no more than EpsX,-3.48281,0.110916,-7.02876,-6.92058,4707.11,0.112941,Success: relative step is no more than EpsX,1,0.969747,0.110916,-5.08285,-4.92058,1779.12,0.0426876,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415714,0.371257,9.8849,9.99308,1,2.40E-05,Hyperbolic (f),3.05461,0.130512,0.489411,"1,4,26,52,156,260,520","0.98,0.98,0.35,0.25,0.25,0.075,0.025",R_22MnfPH2UeAzarF
25,0.733505,0.144937,-3.28343,-3.17525,0.157933,0.261482,Success: relative step is no more than EpsX,0.272143,0.163509,-1.5955,-1.48732,0.0679113,0.112438,Success: relative step is no more than EpsX,0.155097,0.999932,0.111338,-5.02965,-4.86738,0.378146,0.62608,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153571,0.111346,-6.9746,-6.86642,1,1.65566,Noise,NA,0.153571,0.153571,"1,4,26,52,156,260,520","0.25,0.25,0.025,0.25,0.025,0.025,0.25",R_1ffL9B1MApUsWr3
26,-0.0322205,0.234197,3.43465,3.54283,1.88E-05,2.22E-05,Success: relative step is no more than EpsX,-0.319481,0.261193,4.96205,5.07022,8.76E-06,1.04E-05,Success: relative step is no more than EpsX,0.312069,0.999542,0.044104,-17.994,-17.8317,0.846353,0.999967,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292857,0.0494872,-18.3276,-18.2194,1,1.1815,Noise,NA,0.292857,0.292857,"1,4,26,52,156,260,520","0.35,0.35,0.25,0.25,0.35,0.25,0.25",R_33EKftp7GFLKNey
27,-1.52747,0.0884802,-10.1927,-10.0845,2223.3,0.901566,Success: relative step is no more than EpsX,-1.67998,0.12673,-5.16276,-5.05458,179.786,0.0729048,Success: relative step is no more than EpsX,0.75055,0.949984,0.12812,-3.06413,-2.90186,62.957,0.0255296,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278571,0.266065,5.22078,5.32896,1,0.000405509,Hyperbolic (f),1.52747,0.0402846,0.27425,"1,4,26,52,156,260,520","0.85,0.45,0.15,0.25,0.15,0.075,0.025",R_yQOYE7PTsGBpsWt
28,-4.07108,0.122792,-5.60469,-5.49651,58.2515,0.22314,Success: relative step is no more than EpsX,-4.74816,0.178201,-0.390832,-0.282652,4.29667,0.016459,Success: relative step is no more than EpsX,0.729451,0.996178,0.0896893,-8.05678,-7.89451,198.505,0.760401,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.507143,0.219461,2.52485,2.63303,1,0.00383064,Beta-Delta (f),4.5915,0.31555,0.576472,"1,4,26,52,156,260,520","0.85,0.75,0.55,0.55,0.35,0.25,0.25",R_2RZZDdp84l0bunF
29,-1.54198,0.147058,-3.08004,-2.97187,46.218,0.757116,Success: relative step is no more than EpsX,-1.51406,0.181163,-0.160074,-0.0518944,10.7337,0.175832,Success: relative step is no more than EpsX,0.682244,0.971656,0.180933,1.76806,1.93033,4.09316,0.0670518,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319286,0.254284,4.58669,4.69487,1,0.0163814,Hyperbolic (f),1.54198,0.040767,0.276138,"1,4,26,52,156,260,520","0.91,0.35,0.25,0.25,0.25,0.15,0.075",R_5oFZ8DQHbLDwAcp
30,-3.19076,0.164127,-1.54263,-1.43446,1001.85,0.130101,Success: relative step is no more than EpsX,-3.67986,0.130975,-4.70155,-4.59337,4861.31,0.631293,Success: relative step is no more than EpsX,1,0.975089,0.130975,-2.75564,-2.59337,1837.4,0.238606,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401429,0.44042,12.2766,12.3848,1,0.000129861,Exponential (f),3.67986,0.0744764,0.500128,"1,4,26,52,156,260,520","0.98,0.98,0.75,0.025,0.025,0.025,0.025",R_BGmO9Zt4PuR7UPf
31,-0.860519,0.0321089,-24.3837,-24.2756,2.29E+06,0.0432272,Success: relative step is no more than EpsX,-1.3163,0.0219086,-29.7353,-29.6271,3.33E+07,0.62782,Success: relative step is no more than EpsX,0.965698,0.776319,0.0209098,-28.4426,-28.2804,1.74E+07,0.328953,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175,0.260151,4.90606,5.01424,1,1.89E-08,Exponential (f),1.3163,0.00549605,0.158344,"1,4,26,52,156,260,520","0.75,0.35,0.025,0.025,0.025,0.025,0.025",R_2ruPbhgNnROvGlw
32,0.760365,0.0665262,-14.1853,-14.0771,15.6959,0.000412796,Success: relative step is no more than EpsX,0.272143,0.0988472,-8.64156,-8.53338,0.981717,2.58E-05,Success: relative step is no more than EpsX,0.277621,0.954326,0.0190191,-29.7695,-29.6072,38006.7,0.999561,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0964286,0.098587,-8.67847,-8.57029,1,2.63E-05,Beta-Delta (f),nan,0.0109195,0.112398,"1,4,26,52,156,260,520","0.25,0.25,0.075,0.025,0.025,0.025,0.025",R_3dQaH7M4iny9N2I
33,-0.577476,0.114771,-6.55053,-6.44235,5.31028,0.594406,Success: relative step is no more than EpsX,-1.03328,0.144938,-3.28333,-3.17515,1.03671,0.116044,Success: relative step is no more than EpsX,0.490209,0.965777,0.110685,-5.11206,-4.94979,2.58678,0.289551,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235714,0.145686,-3.21124,-3.10306,1,0.111935,Hyperbolic (f),0.577476,0.0179672,0.163033,"1,4,26,52,156,260,520","0.55,0.35,0.15,0.15,0.15,0.15,0.15",R_3KwoEr4DUCyAbFi
34,-0.321468,0.163458,-1.59979,-1.49161,4.34868,0.432246,Success: relative step is no more than EpsX,-0.676395,0.166573,-1.33553,-1.22735,3.81042,0.378745,Success: relative step is no more than EpsX,0.352055,0.994653,0.16009,0.0546116,0.216881,1.90155,0.189009,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217857,0.201651,1.33995,1.44813,1,0.0993972,Hyperbolic (f),0.321468,0.0143223,0.138171,"1,4,26,52,156,260,520","0.65,0.075,0.25,0.25,0.25,0.025,0.025",R_2rPyk2Bzmo6Ar6M
35,-1.74591,0.053307,-17.2867,-17.1785,439298,0.783878,Success: relative step is no more than EpsX,-2.18322,0.0670828,-14.0686,-13.9604,87896.3,0.156841,Success: relative step is no more than EpsX,1,0.893439,0.0670828,-12.1227,-11.9604,33221.7,0.0592804,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261429,0.341109,8.6992,8.80738,1,1.78E-06,Hyperbolic (f),1.74591,0.0481243,0.303139,"1,4,26,52,156,260,520","0.98,0.55,0.15,0.075,0.025,0.025,0.025",R_1pomPT03raLAQPV
36,-0.389927,0.094939,-9.20634,-9.09816,849.438,0.0443854,Success: relative step is no more than EpsX,-0.824068,0.0641063,-14.704,-14.5958,13272,0.693497,Success: relative step is no more than EpsX,1,0.64491,0.0641063,-12.7581,-12.5958,5016.34,0.262117,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857,0.248824,4.28281,4.39099,1,5.23E-05,Exponential (f),0.824068,0.00283283,0.102613,"1,4,26,52,156,260,520","0.75,0.075,0.075,0.025,0.025,0.025,0.025",R_V4J7wTP5AEMgPLP
37,-4.26408,0.202149,1.37443,1.48261,1.40971,0.022968,Success: relative step is no more than EpsX,-5.16715,0.236102,3.54806,3.65624,0.475481,0.00774687,Success: relative step is no more than EpsX,0.67289,0.997322,0.103066,-6.11048,-5.94821,59.492,0.969285,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.496429,0.212312,2.0612,2.16938,1,0.0162927,Beta-Delta (f),4.70734,0.362321,0.562696,"1,4,26,52,156,260,520","0.85,0.55,0.55,0.55,0.45,0.45,0.075",R_1EZ0HfBJilIjBlG
38,-1.20997,0.147256,-3.06115,-2.95297,106.018,0.500192,Success: relative step is no more than EpsX,-1.37233,0.154175,-2.4184,-2.31022,76.879,0.362715,Success: relative step is no more than EpsX,1,0.776066,0.154175,-0.472492,-0.310222,29.0575,0.137093,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282857,0.286691,6.26606,6.37424,1,0.00471799,Hyperbolic (f),1.20997,0.0309447,0.23418,"1,4,26,52,156,260,520","0.98,0.25,0.15,0.15,0.15,0.15,0.15",R_3MrOhwNLTXUwr4N
39,-4.12103,0.146727,-3.11157,-3.00339,14.1615,0.277683,Success: relative step is no more than EpsX,-4.83465,0.202838,1.4221,1.53028,1.46769,0.0287791,Success: relative step is no more than EpsX,0.709813,0.99689,0.112036,-4.94221,-4.77994,35.3695,0.693538,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515714,0.214267,2.18948,2.29766,1,0.0196084,Beta-Delta (f),4.72294,0.350806,0.580403,"1,4,26,52,156,260,520","0.91,0.65,0.65,0.45,0.35,0.35,0.25",R_3k7dP5MxHy1heOl
40,-4.85106,0.223162,2.75895,2.86713,0.0811251,0.0812482,Success: relative step is no more than EpsX,-5.7274,0.266434,5.24018,5.34836,0.0234618,0.0234974,Success: relative step is no more than EpsX,0.659913,0.999168,0.137841,-2.04025,-1.87798,0.893898,0.895254,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.591429,0.155878,-2.26458,-2.1564,1,1.00152,Noise,NA,0.591429,0.591429,"1,4,26,52,156,260,520","0.94,0.65,0.55,0.55,0.45,0.45,0.55",R_2ceJzUWOs2aVB2j
41,3.43402,0.0218516,-29.7718,-29.6636,2.54E-111,2.41E-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70E-111,1.61E-33,Success: relative step is no more than EpsX,0.0250001,1,4.16E-07,-179.984,-179.821,1.06E-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.47E-18,-539.079,-538.97,1,9.47E+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_2Tz1fjsjYbn43lF
