Series,Mazur.lnk,Mazur.RMSE,Mazur.BIC,Mazur.AIC,Mazur.BF,Mazur.prob,Mazur.notes,exp.lnk,exp.RMSE,exp.BIC,exp.AIC,exp.BF,exp.prob,exp.notes,BD.beta,BD.delta,BD.RMSE,BD.BIC,BD.AIC,BD.BF,BD.prob,BD.notes,MG.lnk,MG.s,MG.RMSE,MG.BIC,MG.AIC,MG.BF,MG.prob,MG.notes,Rachlin.lnk,Rachlin.s,Rachlin.RMSE,Rachlin.BIC,Rachlin.AIC,Rachlin.BF,Rachlin.prob,Rachlin.notes,Loewenstein-Prelec.lnk,Loewenstein-Prelec.beta,Loewenstein-Prelec.RMSE,Loewenstein-Prelec.BIC,Loewenstein-Prelec.AIC,Loewenstein-Prelec.BF,Loewenstein-Prelec.prob,Loewenstein-Prelec.notes,EbertPrelec.lnk,EbertPrelec.s,EbertPrelec.RMSE,EbertPrelec.BIC,EbertPrelec.AIC,EbertPrelec.BF,EbertPrelec.prob,EbertPrelec.notes,Bleichrodt.lnk,Bleichrodt.s,Bleichrodt.beta,Bleichrodt.RMSE,Bleichrodt.BIC,Bleichrodt.AIC,Bleichrodt.BF,Bleichrodt.prob,Bleichrodt.notes,Parabolic.lnk,Parabolic.RMSE,Parabolic.BIC,Parabolic.AIC,Parabolic.BF,Parabolic.prob,Parabolic.notes,Power.lnk,Power.lns,Power.RMSE,Power.BIC,Power.AIC,Power.BF,Power.prob,Power.notes,noise.mean,noise.RMSE,noise.BIC,noise.AIC,noise.BF,noise.prob,probmodel,probmodel.ED50,probmodel.AUC,probmodel.Log10AUC,delays,values,ResponseId
39,-0.490842,0.0743112,-12.636,-12.5278,4898.47,0.012157,Success: relative step is no more than EpsX,-0.939394,0.0415058,-20.79,-20.6818,288856,0.716886,Success: relative step is no more than EpsX,1,0.676472,0.0415058,-18.8441,-18.6818,109177,0.270957,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146429,0.250153,4.3574,4.46558,1,2.48181e-6,Exponential (f),0.939394,0.00333469,0.1148,"1,4,26,52,156,260,520","0.75,0.15,0.025,0.025,0.025,0.025,0.025",R_1oG7PlXRb0DjmQe
40,2.46898,0.0202523,-30.8358,-30.7277,0.359177,0.318746,Success: relative step is no more than EpsX,0.951543,0.0231406,-28.9694,-28.8612,0.141257,0.125356,Success: relative step is no more than EpsX,0.0384903,0.99852,0.0162781,-31.9482,-31.786,0.626411,0.555898,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0321429,0.0174964,-32.8837,-32.7755,1,0.887433,Noise,NA,0.0321429,0.0321429,"1,4,26,52,156,260,520","0.075,0.025,0.025,0.025,0.025,0.025,0.025",R_bO6N7h2Z0UKa2Gt
41,-1.80417,0.0554013,-16.7472,-16.639,303245,0.923252,Success: relative step is no more than EpsX,-2.20125,0.0827433,-11.1312,-11.023,18293.8,0.0556968,Success: relative step is no more than EpsX,1,0.895241,0.0827433,-9.1853,-9.02303,6914.4,0.0210514,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272143,0.336228,8.49742,8.6056,1,3.04458e-6,Hyperbolic (f),1.80417,0.0504358,0.311,"1,4,26,52,156,260,520","0.98,0.55,0.15,0.15,0.025,0.025,0.025",R_1Lh64zYI9snCn1p
42,-0.293531,0.109705,-7.18246,-7.07428,353.686,0.0325409,Success: relative step is no more than EpsX,-0.755559,0.0707393,-13.3256,-13.2174,7631.03,0.702093,Success: relative step is no more than EpsX,1,0.625159,0.0707393,-11.3797,-11.2174,2884.26,0.265366,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128571,0.253697,4.55436,4.66254,1,9.2005e-5,Exponential (f),0.755559,0.00256424,0.0956554,"1,4,26,52,156,260,520","0.75,0.025,0.025,0.025,0.025,0.025,0.025",R_7PXCpAejxDAC7KN
43,-2.85026,0.163736,-1.57601,-1.46783,17.7348,0.763054,Success: relative step is no more than EpsX,-3.38107,0.215644,2.2792,2.38738,2.58033,0.111021,Success: relative step is no more than EpsX,0.635887,0.995005,0.184314,2.02727,2.18954,2.92673,0.125925,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425714,0.246916,4.17504,4.28322,1,0.0430259,Hyperbolic (f),2.85026,0.112619,0.459521,"1,4,26,52,156,260,520","0.98,0.55,0.35,0.35,0.25,0.25,0.25",R_1gbfl7keLTPYOPL
44,-0.475145,0.133728,-4.41035,-4.30217,218.512,0.0729891,Success: relative step is no more than EpsX,-0.87888,0.0973694,-8.85245,-8.74427,2014.02,0.672739,Success: relative step is no more than EpsX,1,0.660176,0.0973694,-6.90654,-6.74427,761.228,0.254272,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857,0.28869,6.36333,6.47151,1,0.000334028,Exponential (f),0.87888,0.00306327,0.108332,"1,4,26,52,156,260,520","0.85,0.025,0.025,0.025,0.025,0.025,0.025",R_2B5U5GvqCmY3XG9
45,-2.29779,0.0667988,-14.128,-14.0198,78654,0.897934,Success: relative step is no more than EpsX,-2.82859,0.0957442,-9.0881,-8.97992,6328.71,0.0722503,Success: relative step is no more than EpsX,0.959217,0.947755,0.0945501,-7.31788,-7.15561,2611.67,0.0298155,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330714,0.334316,8.41761,8.52579,1,1.14163e-5,Hyperbolic (f),2.29779,0.0743871,0.3797,"1,4,26,52,156,260,520","0.94,0.75,0.15,0.25,0.075,0.075,0.075",R_2R7XzIw1LZuxQ33
46,-1.90849,0.124356,-5.42753,-5.31935,54.0085,0.00779362,Success: relative step is no more than EpsX,-1.89776,0.186771,0.266783,0.374963,3.13298,0.000452101,Success: relative step is no more than EpsX,0.599471,0.98544,0.0541547,-15.1199,-14.9576,6872.7,0.991754,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292857,0.219868,2.55075,2.65893,1,0.000144304,Beta-Delta (f),2.51531,0.0775657,0.350786,"1,4,26,52,156,260,520","0.65,0.55,0.35,0.25,0.15,0.075,0.025",R_3HMM0OuE6AHtPMj
47,-2.63084,0.118647,-6.08545,-5.97727,1354.99,0.580649,Success: relative step is no more than EpsX,-3.41817,0.138571,-3.91227,-3.80409,457.127,0.195891,Success: relative step is no more than EpsX,0.842986,0.975184,0.118342,-4.17562,-4.01335,521.462,0.22346,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.343571,0.332412,8.33765,8.44583,1,0.000428526,Hyperbolic (f),2.63084,0.0957744,0.427582,"1,4,26,52,156,260,520","0.98,0.55,0.55,0.15,0.075,0.075,0.025",R_1PTcYBF1GahaH3v
48,-4.73216,0.0524122,-17.5237,-17.4155,222596,0.926359,Success: relative step is no more than EpsX,-5.22158,0.0798198,-11.6348,-11.5266,11715.6,0.048756,Success: relative step is no more than EpsX,0.961658,0.995015,0.076467,-10.2897,-10.1274,5979.59,0.0248848,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624286,0.304343,7.10255,7.21073,1,4.16162e-6,Hyperbolic (f),4.73216,0.37418,0.726504,"1,4,26,52,156,260,520","0.98,0.94,0.85,0.75,0.35,0.25,0.25",R_3kd0rgFAgoQW241
49,-2.15606,0.0524924,-17.5022,-17.3941,637496,0.0049112,Success: relative step is no more than EpsX,-2.82443,0.0296604,-25.4942,-25.386,3.46667e+7,0.267068,Success: relative step is no more than EpsX,0.951689,0.946747,0.0223664,-27.4999,-27.3376,9.45003e+7,0.72802,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287143,0.354248,9.22836,9.33654,1,7.7039e-9,Beta-Delta (f),2.46484,0.0317241,0.362521,"1,4,26,52,156,260,520","0.91,0.75,0.25,0.025,0.025,0.025,0.025",R_2Xgqxi9zdn2BUmi
50,-3.60365,0.196503,0.977842,1.08602,379.211,0.168793,Success: relative step is no more than EpsX,-4.05788,0.163814,-1.56935,-1.46117,1355.18,0.603214,Success: relative step is no more than EpsX,1,0.982863,0.163814,0.376558,0.538827,512.209,0.227993,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452143,0.458965,12.854,12.9622,1,0.000445117,Exponential (f),4.05788,0.109543,0.559315,"1,4,26,52,156,260,520","0.98,0.98,0.98,0.15,0.025,0.025,0.025",R_3gYpoLOFNVavNKM
51,-3.18396,0.147816,-3.00809,-2.89991,235.435,0.81113,Success: relative step is no more than EpsX,-3.46478,0.190559,0.547861,0.65604,39.7838,0.137065,Success: relative step is no more than EpsX,1,0.969205,0.190559,2.49377,2.65604,15.0369,0.0518056,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472857,0.322522,7.91478,8.02296,1,0.00344523,Hyperbolic (f),3.18396,0.143023,0.508354,"1,4,26,52,156,260,520","0.98,0.98,0.25,0.35,0.25,0.25,0.25",R_3LjnIn5WIOcHHKC
52,0.131581,0.0909781,-9.80295,-9.69477,22.5235,0.000133568,Success: relative step is no more than EpsX,-0.31948,0.136305,-4.14304,-4.03486,1.32923,7.8826e-6,Success: relative step is no more than EpsX,0.384638,0.96151,0.0221366,-27.6445,-27.4822,168605,0.999859,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135714,0.141961,-3.57383,-3.46565,1,5.93018e-6,Beta-Delta (f),nan,0.0181551,0.166028,"1,4,26,52,156,260,520","0.35,0.35,0.15,0.025,0.025,0.025,0.025",R_3fN7O0XfuiBdX3i
53,-2.56816,0.0786232,-11.8463,-11.7381,13359.3,0.943325,Success: relative step is no more than EpsX,-3.0975,0.125326,-5.31871,-5.21053,510.902,0.0360759,Success: relative step is no more than EpsX,0.89834,0.964138,0.118153,-4.19792,-4.03565,291.716,0.0205987,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365714,0.305455,7.15364,7.26182,1,7.06121e-5,Hyperbolic (f),2.56816,0.0913819,0.418506,"1,4,26,52,156,260,520","0.91,0.75,0.25,0.25,0.25,0.075,0.075",R_D1YtR94ow5pbsKR
54,-9.29989,0.339406,8.62915,8.73733,0.156509,0.292639,Success: relative step is no more than EpsX,-1.52853,0.812441,20.849,20.9572,0.000347565,0.000649871,Success: relative step is no more than EpsX,0.781429,1,0.260408,6.86578,7.02805,0.377964,0.706712,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781429,0.260408,4.91987,5.02805,1,1.86978,Noise,NA,0.781429,0.781429,"1,4,26,52,156,260,520","0.25,0.65,0.65,0.98,0.98,0.98,0.98",R_1LpXU0Ijt1riSaG
55,-0.284844,0.0505834,-18.0209,-17.9127,25695.8,0.00240256,Success: relative step is no more than EpsX,-0.792835,0.0223799,-29.4373,-29.3291,7.74292e+6,0.723965,Success: relative step is no more than EpsX,1,0.635998,0.0223799,-27.4914,-27.3291,2.92655e+6,0.273633,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132143,0.215769,2.28728,2.39546,1,9.35001e-8,Exponential (f),0.792835,0.00270777,0.0994141,"1,4,26,52,156,260,520","0.65,0.15,0.025,0.025,0.025,0.025,0.025",R_3nilPTXsz60XsBc
56,-4.05894,0.183946,0.0533661,0.161546,77.1938,0.220834,Success: relative step is no more than EpsX,-4.58251,0.173954,-0.728522,-0.620342,114.121,0.326475,Success: relative step is no more than EpsX,0.831081,0.992436,0.144475,-1.38224,-1.21997,158.241,0.452692,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465,0.342251,8.74601,8.85419,1,0.00286077,Beta-Delta (f),4.20346,0.205225,0.572343,"1,4,26,52,156,260,520","0.55,0.98,0.85,0.55,0.15,0.15,0.025",R_RgcrjMcg9koQWR3
57,-4.8447,0.083132,-11.0656,-10.9574,13001.4,0.102545,Success: relative step is no more than EpsX,-5.38942,0.0665331,-14.1838,-14.0756,61815.9,0.487556,Success: relative step is no more than EpsX,0.953032,0.995777,0.0593523,-13.8368,-13.6746,51970.1,0.409899,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.626429,0.321722,7.88002,7.9882,1,7.88722e-6,Exponential (f),5.38942,0.380874,0.765501,"1,4,26,52,156,260,520","0.98,0.98,0.75,0.75,0.55,0.35,0.025",R_4Vm79nqDyuODJLz
58,0.0829594,0.114181,-6.62262,-6.51444,6.03176,0.00138687,Success: relative step is no more than EpsX,-0.319481,0.155864,-2.26588,-2.1577,0.68295,0.00015703,Success: relative step is no more than EpsX,0.382073,0.973075,0.0388191,-19.7809,-19.6187,4342.46,0.998456,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.1476,-3.02855,-2.92037,1,0.000229929,Beta-Delta (f),nan,0.0262459,0.186398,"1,4,26,52,156,260,520","0.35,0.35,0.25,0.025,0.025,0.025,0.025",R_3lueyUcermEDx1c
59,-2.36631,0.114596,-6.57189,-6.46371,6775.99,0.0394197,Success: relative step is no more than EpsX,-2.85561,0.0760224,-12.3172,-12.209,119827,0.697101,Success: relative step is no more than EpsX,1,0.944101,0.0760224,-10.3713,-10.209,45290.4,0.263479,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324286,0.404064,11.0704,11.1786,1,5.81756e-6,Exponential (f),2.85561,0.0316246,0.373386,"1,4,26,52,156,260,520","0.98,0.94,0.15,0.025,0.075,0.075,0.025",R_1PSDoSe35ThL5N7
60,-5.42299,0.169159,-1.11989,-1.01171,2.11618,0.435309,Success: relative step is no more than EpsX,-6.07476,0.200992,1.29407,1.40225,0.632946,0.1302,Success: relative step is no more than EpsX,0.798998,0.998808,0.147247,-1.11613,-0.953858,2.1122,0.434491,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.687143,0.188279,0.379334,0.487514,1,0.205705,Hyperbolic (f),5.42299,0.518622,0.810024,"1,4,26,52,156,260,520","0.98,0.98,0.65,0.55,0.55,0.55,0.55",R_2YkRYzo7gaqL3nw
61,-2.05651,0.0647031,-14.5743,-14.4661,167088,0.00475931,Success: relative step is no more than EpsX,-2.62911,0.0315742,-24.6188,-24.5106,2.53566e+7,0.722254,Success: relative step is no more than EpsX,1,0.930398,0.0315742,-22.6729,-22.5106,9.58389e+6,0.272986,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.284286,0.360629,9.47827,9.58645,1,2.84839e-8,Exponential (f),2.62911,0.024849,0.339433,"1,4,26,52,156,260,520","0.94,0.75,0.15,0.025,0.075,0.025,0.025",R_1KcINUAc6icJoHf
62,-2.36711,0.131287,-4.66819,-4.56001,787.165,0.491339,Success: relative step is no more than EpsX,-3.24347,0.144813,-3.29539,-3.18721,396.248,0.247333,Success: relative step is no more than EpsX,0.839358,0.969843,0.125034,-3.40548,-3.24321,418.67,0.261328,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312857,0.340366,8.66868,8.77686,1,0.000624188,Hyperbolic (f),2.36711,0.078456,0.389589,"1,4,26,52,156,260,520","0.94,0.55,0.55,0.025,0.075,0.025,0.025",R_1mCNvbj1kil8V3n
63,-1.88877,0.0932818,-9.45287,-9.34469,16623.8,0.00160724,Success: relative step is no more than EpsX,-2.40723,0.0389634,-21.6749,-21.5667,7.49397e+6,0.724542,Success: relative step is no more than EpsX,1,0.913873,0.0389634,-19.729,-19.5667,2.83246e+6,0.273851,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.259286,0.373902,9.98432,10.0925,1,9.66832e-8,Exponential (f),2.40723,0.0195508,0.306707,"1,4,26,52,156,260,520","0.94,0.75,0.025,0.025,0.025,0.025,0.025",R_WvUYb4Zid2spTY5
64,-1.18666,0.132388,-4.55134,-4.44316,8.82679,0.334299,Success: relative step is no more than EpsX,-1.57743,0.16609,-1.37622,-1.26804,1.80441,0.0683387,Success: relative step is no more than EpsX,0.5923,0.962618,0.10604,-5.71232,-5.55005,15.7727,0.597363,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264286,0.180702,-0.195757,-0.0875772,1,0.0378732,Beta-Delta (f),1.49211,0.0288347,0.258378,"1,4,26,52,156,260,520","0.55,0.55,0.15,0.15,0.15,0.15,0.15",R_3nrenuokwZilNjq
65,-5.1115,0.267212,5.28099,5.38917,0.027673,0.0511353,Success: relative step is no more than EpsX,-5.97916,0.29783,6.7997,6.90788,0.0129501,0.0239297,Success: relative step is no more than EpsX,0.636464,0.999538,0.153768,-0.509506,-0.347237,0.50055,0.924935,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597143,0.160064,-1.8936,-1.78542,1,1.84784,Noise,NA,0.597143,0.597143,"1,4,26,52,156,260,520","0.98,0.55,0.55,0.45,0.55,0.55,0.55",R_3kMRN5ll6Zi4I51
66,-3.5001,0.100204,-8.45067,-8.34249,12120.4,0.151715,Success: relative step is no more than EpsX,-3.97611,0.0820332,-11.2519,-11.1437,49180.6,0.615607,Success: relative step is no more than EpsX,1,0.981416,0.0820332,-9.30597,-9.1437,18588.5,0.232678,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443571,0.383924,10.3546,10.4628,1,1.25173e-5,Exponential (f),3.97611,0.100801,0.546475,"1,4,26,52,156,260,520","0.94,0.94,0.75,0.25,0.075,0.075,0.075",R_pbiGRRqkj3XVLqh
67,-2.89656,0.199369,1.1806,1.28878,112.55,0.602667,Success: relative step is no more than EpsX,-3.58723,0.223396,2.7736,2.88178,50.7494,0.271745,Success: relative step is no more than EpsX,0.874155,0.980477,0.217069,4.31733,4.4796,23.4538,0.125587,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.381429,0.391478,10.6274,10.7356,1,0.00535466,Hyperbolic (f),2.89656,0.116479,0.466284,"1,4,26,52,156,260,520","0.91,0.91,0.075,0.65,0.075,0.025,0.025",R_zf0YQME2RZtSm9r
68,-1.216,0.0927645,-9.53071,-9.42253,4708.87,0.315861,Success: relative step is no more than EpsX,-1.52003,0.0869608,-10.4352,-10.327,7401.63,0.496485,Success: relative step is no more than EpsX,1,0.803559,0.0869608,-8.4893,-8.32703,2797.55,0.187654,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.227143,0.310516,7.3837,7.49188,1,6.70778e-5,Exponential (f),1.52003,0.00707932,0.183907,"1,4,26,52,156,260,520","0.94,0.35,0.025,0.15,0.025,0.075,0.025",R_3k5mkqTg8pMeLAx
69,-2.58932,0.0408099,-21.0267,-20.9185,2.89384e+6,0.979666,Success: relative step is no more than EpsX,-3.18711,0.0750368,-12.4999,-12.3917,40729.9,0.0137885,Success: relative step is no more than EpsX,0.956193,0.962299,0.0726336,-11.0097,-10.8474,19333.9,0.0065452,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.354286,0.341848,8.72952,8.8377,1,3.38535e-7,Hyperbolic (f),2.58932,0.0928449,0.421568,"1,4,26,52,156,260,520","0.98,0.75,0.35,0.15,0.15,0.075,0.025",R_55Qh5Rewdk6hYZj
70,2.17426,0.149953,-2.80711,-2.69893,0.061317,0.0929012,Success: relative step is no more than EpsX,0.951107,0.15236,-2.58416,-2.47598,0.0548487,0.0831011,Success: relative step is no more than EpsX,0.143969,0.998463,0.0955379,-7.17238,-7.01011,0.543858,0.823998,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117857,0.100636,-8.39051,-8.28233,1,1.5151,Noise,NA,0.117857,0.117857,"1,4,26,52,156,260,520","0.075,0.075,0.075,0.35,0.15,0.075,0.025",R_1F93TeYyKXEpBks
71,-0.69447,0.098765,-8.65321,-8.54503,1539.59,0.0891675,Success: relative step is no more than EpsX,-1.06171,0.0741854,-12.6597,-12.5515,11413,0.660999,Success: relative step is no more than EpsX,1,0.707609,0.0741854,-10.7138,-10.5515,4313.7,0.249834,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167857,0.281804,6.02533,6.13351,1,5.79165e-5,Exponential (f),1.06171,0.00394205,0.128339,"1,4,26,52,156,260,520","0.85,0.15,0.075,0.025,0.025,0.025,0.025",R_232MzJmPOCf6ZH3
72,3.43402,0.0218516,-29.7718,-29.6636,2.54354e-111,2.40938e-33,Success: relative step is no more than EpsX,1.30531,0.0231454,-28.9664,-28.8583,1.70045e-111,1.61075e-33,Success: relative step is no more than EpsX,0.0250001,1,4.16285e-7,-179.984,-179.821,1.05568e-78,1,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,3.46945e-18,-539.079,-538.97,1,9.47253e+77,Noise,NA,0.025,0.025,"1,4,26,52,156,260,520","0.025,0.025,0.025,0.025,0.025,0.025,0.025",R_2YgPeujOD7ToqM2
73,-1.98056,0.113601,-6.69398,-6.5858,4090.99,0.0201015,Success: relative step is no more than EpsX,-2.51419,0.0682551,-13.8261,-13.7179,144725,0.71112,Success: relative step is no more than EpsX,1,0.922259,0.0682551,-11.8802,-11.7179,54701,0.268778,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260714,0.372697,9.93911,10.0473,1,4.91359e-6,Exponential (f),2.51419,0.0219575,0.322409,"1,4,26,52,156,260,520","0.85,0.85,0.025,0.025,0.025,0.025,0.025",R_3D14VfHP1SQ0wnv
74,-3.43739,0.105001,-7.79597,-7.68779,5942.51,0.179021,Success: relative step is no more than EpsX,-4.09102,0.0956841,-9.09688,-8.98871,11388.3,0.343079,Success: relative step is no more than EpsX,0.895927,0.986136,0.0794168,-9.75977,-9.5975,15863.6,0.4779,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,0.363357,9.5838,9.69198,1,3.01255e-5,Beta-Delta (f),3.73237,0.12185,0.531227,"1,4,26,52,156,260,520","0.98,0.75,0.55,0.55,0.025,0.025,0.025",R_1DOy4opuhM7eY4U
75,-3.03487,0.127829,-5.04194,-4.93376,161.067,0.846516,Success: relative step is no more than EpsX,-3.38752,0.172936,-0.810714,-0.702534,19.4181,0.102055,Success: relative step is no more than EpsX,0.88713,0.97354,0.165974,0.559933,0.722202,9.78533,0.0514285,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.435714,0.264189,5.1217,5.22988,1,0.00525567,Hyperbolic (f),3.03487,0.128685,0.486519,"1,4,26,52,156,260,520","0.85,0.85,0.35,0.25,0.25,0.25,0.25",R_1NE7Pkq0fNtU8nD
76,0.63859,0.0988093,-8.64693,-8.53875,0.888422,0.386309,Success: relative step is no more than EpsX,0.0189379,0.105042,-7.79056,-7.68238,0.578977,0.251754,Success: relative step is no more than EpsX,0.179014,0.997914,0.0867915,-8.51659,-8.35432,0.832371,0.361937,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139286,0.0971534,-8.88354,-8.77536,1,0.434826,Noise,NA,0.139286,0.139286,"1,4,26,52,156,260,520","0.35,0.075,0.075,0.15,0.15,0.15,0.025",R_1mgxBdD1E8kJlim
77,-3.33006,0.0681446,-13.8488,-13.7406,126395,0.76714,Success: relative step is no more than EpsX,-3.77262,0.0845846,-10.8231,-10.7149,27842.9,0.168988,Success: relative step is no more than EpsX,1,0.977271,0.0845846,-8.87717,-8.7149,10523.6,0.0638716,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447857,0.364964,9.64558,9.75376,1,6.06936e-6,Hyperbolic (f),3.33006,0.158323,0.529737,"1,4,26,52,156,260,520","0.98,0.98,0.55,0.25,0.15,0.075,0.15",R_3EgN4diZMVGHJ04
78,-3.06512,0.256219,4.69282,4.801,0.210171,0.1274,Success: relative step is no more than EpsX,-3.50271,0.285536,6.20953,6.31771,0.0984522,0.059679,Success: relative step is no more than EpsX,0.500617,0.997358,0.171106,0.986223,1.14849,1.34107,0.812921,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378571,0.205039,1.57316,1.68134,1,0.606173,Beta-Delta (f),-0.763636,0.271536,0.419444,"1,4,26,52,156,260,520","0.35,0.85,0.45,0.25,0.25,0.25,0.25",R_2DSVHXcsOcMdUWm
79,0.883914,0.134819,-4.29658,-4.1884,0.0107243,0.00914885,Success: relative step is no more than EpsX,0.297211,0.147297,-3.0573,-2.94912,0.00577115,0.00492335,Success: relative step is no more than EpsX,0.191565,0.998652,0.0601218,-13.6565,-13.4942,1.1557,0.985928,Success: relative step is no more than EpsX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160714,0.0705301,-13.3671,-13.2589,1,0.853097,Beta-Delta (f),nan,0.137579,0.173372,"1,4,26,52,156,260,520","0.25,0.15,0.15,0.15,0.15,0.25,0.025",R_3KCuq8M3uSB2r8W
