"ResponseId","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q22_6","Q22_7","Q22_8","Q22_9","Q22_10","Q22_11","Q22_12","Q22_13","Q22_14","Q22_15","Q22_16","Q22_17","Q22_18","Q22_19","Q22_20","Q22_21","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q24_9","Q24_10","Q24_11","Q24_12","Q24_13","Q24_14","Q24_15","Q24_16","Q24_17","Q24_18","Q24_19","Q24_20","Q24_21","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q25_6","Q25_7","Q25_8","Q25_9","Q25_10","Q25_11","Q25_12","Q25_13","Q25_14","Q25_15","Q25_16","Q25_17","Q25_18","Q25_19","Q25_20","Q25_21","Q26_1","Q26_2","Q26_3","Q26_4","Q26_5","Q26_6","Q26_7","Q26_8","Q26_9","Q26_10","Q26_11","Q26_12","Q26_13","Q26_14","Q26_15","Q26_16","Q26_17","Q26_18","Q26_19","Q26_20","Q26_21","condition","FSC","age","meanstress"
"R_3hzShyqDbF6reEP",1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.5,29,1.666666667
"R_3ilOuN8w7bS9gHl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"iva",5.25,51,7
"R_3JqSGTPOOGVoQzv",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",6.75,28,1.833333333
"R_3jTUXhnPeZZCFMt",1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",7,46,2.333333333
"R_3JztzTbQuDmhwxU",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.75,47,6.5
"R_3k5mkqTg8pMeLAx",1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3,42,5
"R_3KCuq8M3uSB2r8W",1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,32,4.333333333
"R_3kd0rgFAgoQW241",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,"iva",4.5,54,4.166666667
"R_3KDv0O3oAjwO2Lf",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5.5,52,2.166666667
"R_3kMRN5ll6Zi4I51",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,"iva",3.25,NA,5.5
"R_3kN6uFw1V0bvx1C",2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,"iva",2.25,36,4
"R_3kq4ObO9bA6A64L",2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4,30,4.833333333
"R_3LjnIn5WIOcHHKC",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,2,2,"iva",3.5,44,4.833333333
"R_3lueyUcermEDx1c",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5.75,37,6.833333333
"R_3LYfqhze9oSLZF3",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",4.5,47,4.666666667
"R_3m29xP7PI9l14sy",1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4,46,2.333333333
"R_3m9r7yhQjaRpEaz",2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,NA,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",3.5,NA,6.166666667
"R_3MnC0dWvdb17l1a",2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",6,24,6.166666667
"R_3nilPTXsz60XsBc",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"iva",2.25,23,6.166666667
"R_3nrenuokwZilNjq",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",5.5,26,5.666666667
"R_3NyaZntPPup52sA",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.75,36,4.833333333
"R_3P6kxMvvGBIgI67",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4,44,5.333333333
"R_3pb8wM8KsEFWNto",2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",7,41,5.166666667
"R_3PhODmbwmHM3yAF",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,"iva",6.5,45,4.333333333
"R_3Pz2WrLAIQbh9IK",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",3.5,59,6.166666667
"R_3q6jVB3lLdqrcAh",1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,2,"iva",3,33,7
"R_3qgNAJFk1wQMkRp",2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",NA,42,5.833333333
"R_3Rl6yp32E69hAUG",1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",5.25,35,3.833333333
"R_417Bo9cCxWXEuHf",1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.5,33,3.5
"R_4Vm79nqDyuODJLz",1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",6,31,3.833333333
"R_55Qh5Rewdk6hYZj",1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4.75,26,4.666666667
"R_6EHtZwDQiAODRM5",1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",4,46,5
"R_6J3fLXmHtPaEZ2N",1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.5,40,4.5
"R_6zNMC8VQOGMLSw1",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",3.75,32,6.333333333
"R_79T3QJc7gEPqSYx",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",3.5,37,6.833333333
"R_7PXCpAejxDAC7KN",2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4,50,1.833333333
"R_821X9UgsA6YKJBD",1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5,30,3.833333333
"R_8i8j70LvRrJYdVf",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",6.25,45,4.833333333
"R_9AkscN6x9P2wZAR",1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.5,51,5.833333333
"R_A4D0KAM1D5vDTd7",1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",6,52,6.5
"R_AFLtRCFlnP04Dx7",2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",6.25,38,7
"R_AMXf561Sp6XKKRj",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,"control",4.5,38,4.166666667
"R_bjzEdNnxZxQpWKZ",1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",6,51,2
"R_bO6N7h2Z0UKa2Gt",2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4.75,40,6.166666667
"R_C2mToSFKWk04g5b",1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",3.5,44,5.5
"R_cGQuZFV3ZaCTOed",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",5.25,53,6
"R_CmoSeeyrPGAKbux",2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",5.25,44,4.666666667
"R_D1YtR94ow5pbsKR",1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",4.5,47,5.666666667
"R_DOUMmKU6poA92xz",2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",4,44,5.5
"R_DovP8M1UgEzEXiF",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.75,41,6.166666667
"R_emqpK2zNeaE3qjT",2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"iva",6,36,6.666666667
"R_O9y8fexJKZsIw0x",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,"control",3.5,28,5.166666667
"R_ODmssAy3qbLxM0p",2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,"iva",2.25,50,2.166666667
"R_p3MmG6pTk8Ovn5D",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",4.75,53,4
"R_pbiGRRqkj3XVLqh",1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,"iva",5.75,56,4.5
"R_puc2msMc6ogHoo9",1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"control",5.75,28,4.833333333
"R_PXoOcKu0JqGkxwt",2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,"control",4.75,33,4.5
"R_Q6ddSdLPPQsv3IB",2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",4.75,48,5.666666667
"R_qPhbE797Pf4ZNN7",1,2,2,2,1,2,1,1,2,2,1,1,2,NA,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,"iva",3.5,33,5.666666667
"R_R2ZRgzE6l34Ad4R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"iva",NA,41,5.333333333
"R_RCsy8c0phc0Cch3",1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"control",4.5,23,5.166666667
"R_RgcrjMcg9koQWR3",1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,"iva",2,46,5.666666667
"R_rlnMEWJd9FaCv3r",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,"control",5,53,4.333333333
"R_RQzG80vYnsrJqXD",2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",3.75,40,7
"R_Rz4RpVd1N2ldEhX",1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,"iva",3.75,52,3.333333333
"R_sotmiR3ERfKyVdD",2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,"iva",5.25,69,5.166666667
